market,store,base,platform,outcome,sealed_products,in_stock,collections,detail
EU,Blockhouse Games,https://blockhousegames.net,shopify,listed,42,20,pokemon-tcg pokemon-mega-evolution-phantasmal-flames pokemon-mega-evolutions-chaos-rising pokemon-30th-celebration,
EU,Card House Of The East,https://card-house.nl,shopify,listed,9,0,sealed,
EU,Card-Binder,https://card-binder.com,shopify,listed,15,15,pokemon-booster-packs pokemon-tcg-tins pokemon-tcg-blisters,
EU,Cardhome,https://cardhome.at,shopify,listed,20,5,pokemon,
EU,Cardworld,https://cardworld.be,shopify,listed,99,24,pokemon-booster-packs-engels pokemon-collection-boxen-engels pokemon-booster-boxen-engels pokemon-tins-engels,
EU,CardZone,https://cardzone.es,shopify,listed,135,19,cajas-pokemon sobres-pokemon cartas-pokemon-tcg,
EU,Cartes Pokémon,https://cartespokemon.com,shopify,listed,110,57,deck-pokemon pokemon-chine display-cartes-pokemon booster-pokemon,
EU,collect-ob.com,https://collectob.com,shopify,too-few,0,0,,
EU,Collection Mania,https://www.collectionmania.ie,shopify,listed,3,3,sealed-products,
EU,Collector Store Cards,https://collectorstorecards.it,shopify,listed,87,14,pokemon,
EU,Collectors Garden,https://collectorsgarden.nl,shopify,too-few,0,0,,
EU,Complete Collections,https://www.completecollections.ie,woocommerce,listed,105,7,pokemon-sealed-product,
EU,DavidPTCG,https://davidptcg.nl,woocommerce,listed,216,15,search:pokemon,
EU,Dennis The Ripper,https://www.dennistheripper.de,shopify,listed,4,4,personal-pokemon,
EU,Discarded,https://discarded.ie,shopify,listed,30,8,pokemon,
EU,Eclipse TCG,https://www.eclipsetcg.be,shopify,too-few,0,0,,
EU,El Duelista,https://www.elduelista.com,shopify,listed,114,4,nuestros-favoritos-pokemon,
EU,EmeraldCardCave,https://emeraldcardcave.de,shopify,listed,14,0,pokemon-displays-englisch pokemon-display-bundles pokemon-booster-englisch,
EU,End Turn,https://www.endturn.pt,shopify,too-few,0,0,,
EU,Escamon,https://www.escamon.de,shopify,listed,3,2,pokemon-top-trainer-box-elite-trainer-box pokemon-blister-tins,
EU,FantasiaCards,https://fantasiacards.de,shopify,listed,74,66,pokemon-booster-pack pokemon-booster-display pokemon-elite-trainer-box pokemon-tins,
EU,Friki Monkey,https://frikimonkey.com,shopify,too-few,1,1,official-pokemon®-sealed-product,
EU,God Of Cards,https://godofcards.com,shopify,listed,37,8,pokemon-tins,
EU,GS-GameOn,https://www.gs-gameon.com,shopify,listed,54,53,sigillati-pokemon pokemon-products pokemon,
EU,Hikaru Distribution,https://hikarudistribution.com,shopify,listed,37,12,display-pokemon booster-pokemon tripack-duo-pack-pokemon etb-pokemon,
EU,Irish Poké Finds,https://irishpokefinds.ie,shopify,listed,16,12,sealed-products all-pokemon-cards,
EU,JJ Collection,https://www.jjcollection.es,shopify,listed,21,9,pokemon-tcg-en-ingles pokemon-tcg-en-chino pokemon-tcg-en-japones,
EU,JPYCOLLECTIBLES,https://jpycollectibles.com,shopify,listed,5,2,pokemon-boxes pre-orders,
EU,KartenKoloss,https://kartenkoloss.de,shopify,listed,3,1,pokemon,
EU,Kartenmeier,https://kartenmeier.de,shopify,listed,46,9,pokemon,
EU,Keräilykortti.fi,https://xn--kerilykortti-icb.fi,shopify,too-few,0,0,,
EU,Lachsnackenshop,https://lachsnackenshop.de,shopify,listed,11,11,pokemon-booster,
EU,Lake Cards,https://lakecards.de,shopify,listed,122,25,pokemon pokemon-box-sets pokemon-blister,
EU,Lichcards,https://lichcards.nl,shopify,listed,38,19,pokemon-collection-box pokemon-tins boosterpack-pokemon pokemon-booster-boxes,
EU,LuxCards,https://luxcards.lu,shopify,listed,10,4,produits-scelles-pokemon,
EU,Mana Market EU,https://manamarket.eu,shopify,listed,71,35,pokemon-sealed pokemon,
EU,McGillicuddy's Toy Shop,https://mcgillicuddystoyshop.ie,shopify,listed,21,3,pokemon-tcg,
EU,Metamorph Center,https://metamorphcenter.com,shopify,listed,24,1,pokemon-tcg,
EU,Nordic Legends,https://nordic-legends.com,shopify,listed,45,45,pokemon,
EU,Outpost Brussels,https://outpostbrussels.be,shopify,listed,259,13,pokemon preorders elite-trainer-box pokemon-deck,
EU,Peer Online Shop,https://www.peer-online.de,shopify,listed,80,51,pokemon,
EU,PKMWinkel,https://www.pkmwinkel.nl,shopify,listed,202,10,pokemon-tcg-v-box elite-trainer-box booster-box pokemon-go-tcg,
EU,Poke Planet (Mr Collect),https://mr-collect.de,shopify,listed,5,5,kori-pokemon-ja-sealed kori-pokemon-sealed pokemon-sealed-englisch,
EU,Poké-Geek,https://www.poke-geek.fr,shopify,listed,60,5,coffrets-pokemon pokemon-go collections-displays-pokemon-japonais cases-pokemon,
EU,Pokebundles,https://www.pokebundles.ie,shopify,listed,65,1,sealed-product booster-packs elite-trainer-box,
EU,PokeFamily,https://pokefamily.nl,shopify,listed,127,65,pokemon collection-box,
EU,Pokeflip,https://pokeflip.com,shopify,listed,123,0,collection-boxes tins elite-trainer-boxes booster-boxes,
EU,Poképlaza,https://pokeplaza.com,shopify,too-few,0,0,,
EU,Pokestock,https://pokestock.com,shopify,listed,14,8,pokemon-booster-box,
EU,Prime Protector,https://primeprotector.at,shopify,listed,37,1,pokemon-tcg,
EU,Psydeck TCG,https://psydeck.com,shopify,listed,95,50,sealed-product-pokemon,
EU,Quest Corner,https://questcorner.fr,shopify,listed,5,4,displays-pokemon-japonais displays-pokemon-coreens boosters-pokemon-coreens boosters-pokemon-japonais,
EU,Royal Cards,https://royalcards.nl,woocommerce,too-few,2,2,pokemon-decks,
EU,Sunnystore,https://sunnystore.es,shopify,listed,106,44,pokemon new-arrivals,
EU,Swagykarp,https://swagykarp.fi,woocommerce,listed,154,97,pokemon-tcg pokemon-tuotteet pokemon-tcg-tarvikkeet,
EU,T-REX TCG,https://www.t-rextcg.com,shopify,listed,4,0,singole-5k-pkmn,
EU,TCG Company,https://tcgcompany.nl,woocommerce,listed,466,109,pokemon-collection-box pokemon-blisters pokemon-booster-packs pokemon-booster-box,
EU,TCG-kauppa,https://www.tcgkauppa.fi,woocommerce,wrong-currency,0,0,,"charges ?, market EU is EUR"
EU,TCGViert,https://tcgviert.com,shopify,listed,9,9,pokemon,
EU,Timetwister Games,https://timetwistergames.it,shopify,listed,23,23,pokemon-tcg pokemon,
EU,TKCollectibles,https://www.tkcollectibles.it,shopify,listed,6,0,prodotti-speciali-pokemon pokemon-avventure-insieme-jurney-together pokemon-booster-box-cinese box-pokemon,
EU,Tobis Toys,https://tobistoys.de,shopify,listed,11,11,pokemon,
EU,TodoHits,https://todohits.com,shopify,listed,181,17,pokemon,
EU,Trading Toys,https://www.tradingtoys.de,shopify,listed,147,13,pokemon-booster pokemon pokemon-karten-kaufen-booster-sets-seltenheiten,
EU,Trinket Mage,https://trinket-mage.eu,shopify,listed,16,16,pokemon-sealed-produkte pokemon,
EU,Universe TCG,https://www.universetcg.com,shopify,listed,34,7,home-pokemon-sealed,
EU,Yonko TCG,https://yonko-tcg.de,shopify,listed,28,3,pokemon pokemon-booster,
EU,Zenpan EU,https://zenpan-eu.com,shopify,too-few,0,0,,
NZ,Card Bot NZ,https://cardbot.co.nz,shopify,wrong-currency,0,0,,"charges AUD, market NZ is NZD"
NZ,Card Masters,https://cardmasters.co.nz,shopify,listed,234,10,pokemon pokemon-booster-packs pokemon-collection-boxes elite-trainer-boxes,
NZ,Card Merchant,https://cardmerchant.co.nz,shopify,listed,3,3,pokemon-sealed,
NZ,Card Merchant Christchurch,https://cardmerchantchristchurch.co.nz,shopify,too-few,0,0,,
NZ,Card Merchant Hamilton,https://cardmerchanthamilton.co.nz,shopify,listed,6,6,pokemon-sealed,
NZ,Card Merchant Outlet,https://cardmerchantoutlet.co.nz,shopify,too-few,0,0,,
NZ,Card Merchant Tauranga,https://cardmerchanttauranga.co.nz,shopify,too-few,0,0,,
NZ,Cardtopia NZ,https://www.cardtopia.co.nz,shopify,listed,7,3,new-arrivals,
NZ,Collectable Kiwi,https://collectablekiwi.co.nz,woocommerce,wrong-currency,0,0,,"charges ?, market NZ is NZD"
NZ,Otaku Mart,https://otakumart.co.nz,shopify,listed,798,8,pokemon-tcg pokemon-tcg-booster-packs pokemon-tcg-elite-trainer-boxes pokemon-tcg-booster-boxes,
NZ,Spellbound Games NZ,https://spellboundgames.co.nz,shopify,listed,203,0,pokemon pokemon-trading-card-game-elite-trainer-box pokemon-booster-pack pokemon-trading-card-game-box-set,
NZ,TCG Collector NZ,https://tcgcollectornz.com,shopify,listed,20,8,pokemon-sealed-decks-tcg-collector-nz pokemon-booster-boxes-booster-packs-tcg-collector-nz pokemon-mega-evolution-base-set pokemon-mega-evolution-pitch-black,
NZ,The Game Tree NZ,https://thegametree.co.nz,shopify,listed,141,133,pokemon-tcg-sealed-products other-pokemon,
SG,1Collectibles,https://www.1collectibles.com,shopify,listed,13,8,pokemon-english bf-pokemon,
SG,4elements,https://www.4elements.sg,shopify,too-few,0,0,,
SG,Action Point Games,https://actionpoint.sg,shopify,too-few,0,0,,
SG,Apex Player's Guild,https://apgtcg.com,shopify,too-few,0,0,,
SG,Brints Collectibles,https://brintsco.com,shopify,listed,54,32,eng-pokemon-trading-card-game pokemon-tcg-cn-sealed,
SG,Cardian,https://cardian.sg,woocommerce,too-few,0,0,,
SG,Daimonji TCG,https://www.daimonjitcg.com,shopify,listed,76,74,pokemon-tcg,
SG,DXCOLLECTION,https://dxcollection.com.sg,woocommerce,listed,53,48,pokemon-cards-singapore,
SG,Flagship Games,https://www.flagshipgames.sg,shopify,listed,18,18,pokemon-products-singapore-shipping-only,
SG,Game Academia Singapore,https://game-academia.myshopify.com,shopify,listed,491,5,pokemon-trading-card-game,
SG,GOAT TCG,https://www.goattcg.com,shopify,too-few,0,0,,
SG,Hideout,https://hideoutcg.com,shopify,too-few,0,0,,
SG,Jeux Kingdom,https://www.jeuxkingdom.com,shopify,too-few,0,0,,
SG,Jiggle TCG,https://jiggletcg.com,shopify,listed,5,3,booster-packs booster-bundle booster-box,
SG,Kenkyo Hobby,https://kenkyohobby.com,shopify,listed,25,8,pokemon,
SG,OBO Collectibles,https://obocollectibles.com,shopify,too-few,2,2,pokemon,
SG,Pikku Play,https://pikkuplay.com,shopify,listed,6,1,pre-order,
SG,SC Collection,https://www.sc-collection.sg,shopify,listed,4,0,pokemon,
SG,Sentinel Games,https://sentinelgamessg.com,shopify,listed,11,11,en-pokemon-all-sealed en-pokemon-sealed-new-release,
SG,TCG Club House,https://tcgclubhouse.myshopify.com,shopify,too-few,0,0,,
SG,Team Card Game,https://teamcardgame.com,shopify,listed,16,12,pokemon,
SG,TEFUDA,https://tefudagames.com,shopify,listed,20,20,pokemon-sealed,
SG,The Avid Collectors,https://theavidcollectors.com,shopify,listed,200,88,pokemon-tcg-1 pokemon,
SG,The TCG Alchemists,https://thetcgalchemists.com,shopify,listed,8,8,pokemon,
SG,Toy Space,https://toyspace.com.sg,shopify,listed,17,14,pokemon-tcg,
SG,ToyOrGame,https://toyorgame.com.sg,shopify,too-few,2,0,pokemon-tcg,
UK,1 More Go Gaming,https://1moregogaming.co.uk,shopify,listed,50,2,pokemon-booster-boxes elite-trainer-boxes,
UK,7th City Collectables,https://7thcitycollectables.com,shopify,listed,46,1,pokemon-gifts,
UK,Axion Now,https://www.axionnow.com,shopify,listed,7,0,pokemon,
UK,Bad Wolf Gaming,https://badwolfgaming.co.uk,shopify,listed,42,8,pokemon,
UK,Boards & Swords,https://boardsandswords.co.uk,shopify,listed,7,0,pokemon-tcg-temporal-forces pokemon-paradox-rift pokemon-stellar-crown,
UK,Boss Minis,https://bossminis.co.uk,shopify,listed,65,3,pokemon-tcg pokemon,
UK,Bulwark Games,https://bulwarkgames.co.uk,shopify,too-few,0,0,,
UK,Card Goblin,https://www.cardgoblin.shop,shopify,listed,44,21,pokemon pokemon-arrivals,
UK,CardRush UK,https://cardrush.co.uk,shopify,too-few,0,0,,
UK,Castle Comics UK,https://castlecomicsuk.co.uk,shopify,too-few,1,0,pokemon-boxes-tins,
UK,Collect by Design,https://www.collectbydesign.co.uk,shopify,listed,44,3,pokemon-trading-card-packs-and-sets,
UK,Collecteebles,https://collecteebles.co.uk,shopify,listed,15,5,all-pokemon pokemon-journey-together,
UK,Collector's Edge,https://collectorsedge.co.uk,shopify,listed,331,11,pokemon-tcg-collection-boxes pokemon-tcg-tins pokemon-tcg-booster-packs pokemon-tcg-elite-trainer-boxes,
UK,Dice Saloon,https://dicesaloonsingles.co.uk,shopify,listed,3,1,cc-pokemon-swsh11,
UK,Double Sleeved,https://www.doublesleeved.co.uk,shopify,listed,289,40,pokemon-collection-boxes pokemon-elite-trainer-box pokemon-booster-packs pokemon-booster-box,
UK,Dungeons and Joypads,https://dungeonsandjoypads.com,shopify,listed,13,6,everything-pokemon,
UK,Eterna Cards,https://eternacards.co.uk,shopify,listed,375,37,pokemon-tcg-sealed-products pokemon-sealed-products-all-languages,
UK,EVO Cards,https://www.evocards.com,shopify,listed,54,39,sealed-pokemon-product-1,
UK,Evolution Trading Cards,https://evolutiontradingcards.co.uk,shopify,listed,5,0,pre-orders pokemon,
UK,Forbidden Planet,https://shop.forbiddenplanet.co.uk,shopify,too-few,2,0,pokemon,
UK,GameOn.games,https://www.gameon.games,shopify,listed,193,1,pokemon-tcg-tins pokemon-tcg-blister-packs pokemon-tcg-elite-trainer-box pokemon-tcg-premium-collection,
UK,Gathering Games,https://gatheringgames.co.uk,shopify,listed,285,0,pokemon-v-collection-boxes-tcg pokemon-tins-tcg pokemon-tcg-blisters pokemon-tcg-boosters,
UK,Go Cards UK,https://gocardsuk.co.uk,shopify,listed,24,1,sealed-product,
UK,Go Get Collectables,https://gogetcollectables.com,shopify,listed,9,0,pokemon,
UK,Goblin Gaming,https://www.goblingaming.co.uk,shopify,too-few,0,0,,
UK,GPC - Pokemon Graded Trading Card Game Cards,https://gradedpokecards.co.uk,shopify,too-few,0,0,,
UK,HOC TCG (Hauss of Cards),https://hoctcg.com,shopify,listed,88,13,english-pokemon,
UK,Holotrove,https://holotrove.com,woocommerce,wrong-currency,0,0,,"charges ?, market UK is GBP"
UK,Impact League TCG,https://impactleaguetcg.co.uk,shopify,listed,91,20,pokemon-english-booster-packs pokemon pokemon-english-booster-boxes,
UK,Incom Gaming,https://www.incomgaming.co.uk,shopify,listed,27,0,pokemon-tcg,
UK,Japan2UK,https://www.japan2uk.com,shopify,listed,622,8,pokemon-english-tins-blisters pokemon-english-booster-packs pokemon-english-collection-boxes pokemon-english-elite-trainer-boxes,
UK,Jarvvos,https://www.jarvvos.co.uk,shopify,listed,18,0,pokemon-booster-packs etbs,
UK,JET Cards,https://jetcards.uk,shopify,listed,226,0,pokemon-tins-chests pokemon-3-pack-blisters pokemon-booster-boxes pokemon-booster-packs,
UK,Knightly Gaming,https://knightlygaming.co.uk,shopify,too-few,0,0,,
UK,Kuma Cards,https://kumacards.com,shopify,listed,129,12,pokemon,
UK,Living Realms,https://livingrealms.co.uk,shopify,too-few,0,0,,
UK,Lvl Up Gaming UK,https://lvlupgaming.co.uk,shopify,listed,320,5,pokemon-sealed,
UK,Mega Cards,https://megacards.co.uk,shopify,listed,206,1,pokemon,
UK,Mintside Cards,https://mintsidecards.com,shopify,listed,27,3,pokemon-tcg,
UK,Monster Card Corner,https://monstercardcorner.co.uk,shopify,listed,212,11,pokemon,
UK,Mox in the Hole,https://moxinthehole.co.uk,shopify,listed,49,0,pokemon-pre-orders,
UK,Neo Cards & Collectables,https://www.neocards.co.uk,shopify,listed,266,36,pokemon-tcg,
UK,OBSIDIA TCG,https://obsidia-tcg.store,shopify,listed,440,9,pokemon-tcg,
UK,PikaShop,https://pikashop.co.uk,shopify,listed,198,0,collection-boxes tins booster-boxes elite-trainer-boxes,
UK,Pixel Hub,https://pixel-hub.co.uk,shopify,listed,97,5,pokemon,
UK,PokePhD,https://pokephd.co.uk,shopify,listed,36,1,pokemon-sealed,
UK,PROBUYTCG,https://probuytcg.co.uk,shopify,listed,62,0,pokemon,
UK,Red Sun Collectables,https://redsuncollectables.com,shopify,too-few,1,1,pokemon,
UK,Roll N Play,https://rollnplay.co.uk,shopify,too-few,0,0,,
UK,Spellbound Games,https://spellboundgames.co.uk,shopify,listed,11,0,pokemon-tcg,
UK,Sports Cards Direct,https://www.sportscardsdirect.co.uk,shopify,listed,20,16,pokemon,
UK,TCG Dragon,https://tcgdragon.co.uk,shopify,listed,56,1,pokemon,
UK,TCGShopUK,https://tcgshopuk.co.uk,woocommerce,listed,156,155,pokemon-sets pokemon-cards-uk,
UK,TGC Collectables (The Game Collection),https://collect.thegamecollection.net,shopify,listed,139,2,pokemon-collection-boxes pokemon-tcg-tin-selection pokemon-tcg-3-packs pokemon-tcg-booster-boxes,
UK,The Card Club UK,https://thecardclubuk.shop,shopify,listed,5,1,pokemon-1,
UK,The Card Vault,https://thecardvault.co.uk,shopify,listed,514,2,pokemon-tcg-sealed-products,
UK,The Gamers Lodge,https://thegamerslodge.com,shopify,too-few,0,0,,
UK,The Gaming Vault,https://thegamingvault.net,shopify,listed,25,1,pokemon-collection-boxes pokemon-mini-tins pokemon-elite-trainer-boxes pokemon-booster-bundles,
UK,The TCG Shop,https://www.thetcgshop.co.uk,shopify,listed,24,0,pokemon,
UK,Thirsty Meeples,https://thirstymeeples.co.uk,shopify,listed,25,0,pokemon-tcg-1,
UK,Thistle Tavern,https://thistletavern.com,shopify,listed,12,3,pokemon,
UK,Tier Zero Games,https://tierzerogames.com,shopify,listed,255,4,pokemon-sealed-products pokemon-theme-decks,
UK,Titan Cards,https://titancards.co.uk,shopify,listed,171,14,pokemon-sealed-products pokemon-tcg-black-bolt-white-flare-sealed-products pokemon-tcg-ascended-heroes-sealed-products,
UK,Total Cards,https://totalcards.net,shopify,listed,953,6,pokemon-blister-packs pokemon-tins pokemon-booster-packs pokemon-booster-boxes,
UK,Trainer's Haven,https://trainershaven.co.uk,woocommerce,listed,66,12,pokemon,
UK,Travelling Man,https://travellingman.com,shopify,listed,298,15,pokemon-tcg pokemon-model-kits pokemon-moncolle,
UK,Union County Games,https://unioncountygames.co.uk,shopify,listed,47,0,pokemon-sealed-product,
UK,Yard's Games,https://yardsgames.com,shopify,listed,14,0,ptcg-sealed,
UK,Zatu Games,https://www.board-game.co.uk,shopify,listed,115,14,pokemon-tcg-collection-boxes pokemon-tcg-elite-trainer-boxes pokemon-tcg-tins other-sealed-product-pokemon,
UK,Zatu Games,https://zatu.com,shopify,listed,467,17,pokemon-tcg-tins other-sealed-product-pokemon pokemon-tcg-collection-boxes booster-packs-pokemon,
US,1st Capital Gaming,https://1stcapitalgaming.com,shopify,listed,4,1,pokemon-scarlet-violet-obsidian-flames pokemon,
US,AllPokeTCG,https://allpoketcg.com,shopify,listed,231,27,pokemon new-arrivals,
US,ATOMILI COLLECTABLES,https://atomilicollectables.com,shopify,too-few,0,0,,
US,Aurora Sparks,https://aurorasparks.myshopify.com,shopify,listed,8,0,english-pokemon-cards,
US,Bards & Cards,https://singles.bardsandcards.com,shopify,too-few,0,0,,
US,Black Vault Gaming,https://blackvaultgaming.com,shopify,listed,34,34,pokemon-sealed,
US,Boardwalk Greenville,https://boardwalkgreenville.myshopify.com,shopify,too-few,0,0,,
US,Cape Fear Collectibles,https://www.capefearcollectibles.com,shopify,too-few,0,0,,
US,Card Cavern Trading Cards,https://www.cardcaverntradingcards.com,shopify,listed,210,10,all-pokemon-sealed-products pokemon-booster-boxes pokemon-booster-packs pokemon-elite-trainer-boxes,
US,Card Gorilla,https://cardgorilla.com,shopify,too-few,1,1,pokemon,
US,Card Prison,https://cardprison.com,shopify,too-few,0,0,,
US,Cardboard and Die,https://cardboardanddie.com,shopify,listed,41,38,pokemon-sealed,
US,Cardtopia Collectibles,https://cardtopiacollectibles.com,shopify,listed,16,16,pokemon,
US,Cash Cards Unlimited,https://cashcardsunlimited.com,shopify,listed,152,59,pokemon-sealed-product,
US,Collector Store,https://collectorstore.com,shopify,listed,448,123,games-pokemon new-arrivals,
US,CollectorZown,https://www.collectorzown.com,shopify,too-few,0,0,,
US,Common Lands,https://common-lands.com,shopify,listed,662,489,pokemon-elite-trainer-boxes-tins pokemon-booster-pack pokemon-collection-boxes pokemon-booster-box,
US,Core Gaming NH,https://coregamingnh.com,shopify,too-few,2,0,new-arrivals,
US,Decal Depo TF,https://decaldepotf.myshopify.com,shopify,listed,23,23,pokemon,
US,Donk Island TCG,https://donkislandtcg.com,shopify,too-few,1,1,pokemon-sealed-product,
US,DuckPondTCG,https://duckpondtcg.myshopify.com,shopify,too-few,0,0,,
US,Fabricator's Forge,https://shop.fabricatorsforge.com,shopify,listed,7,7,pokemon,
US,Flipside Gaming,https://flipsidegaming.com,shopify,listed,236,38,pokemon-sealed,
US,Fox and Fable Games,https://foxandfablegames.com,shopify,listed,8,0,pokemon-sealed,
US,Gacha Boba,https://gachaboba.com,shopify,too-few,0,0,,
US,Galaxy Games LLC,https://galaxygamesllc.com,shopify,too-few,2,2,pokemon-sealed,
US,GameCraft,https://gamecraftgamestore.com,shopify,too-few,0,0,,
US,Gamers Grove,https://gamersgrove.com,shopify,listed,35,1,pokemon-sealed,
US,Gator's Card Den,https://gatorscardden.com,shopify,too-few,2,2,pokemon-english,
US,Gear Gaming,https://bentonville.geargamingstore.com,shopify,too-few,0,0,,
US,GG Hobby Card,https://gghobbycard.com,shopify,listed,15,13,pokemon,
US,GG Legends,https://store.gglehi.com,shopify,listed,16,16,pokemon-sealed,
US,Grognard Games,https://grognardgames.com,shopify,too-few,0,0,,
US,Guardian Games Portland,https://guardian-games-llc.myshopify.com,shopify,too-few,1,1,pokemon,
US,Hobby Addicts,https://www.hobby-addicts.com,shopify,listed,154,1,pokemon-tcg,
US,Hobby Card Shop,https://hobbycardshop.com,shopify,listed,33,17,pokemon-products,
US,IcebergTCG,https://icebergtcg.com,shopify,too-few,0,0,,
US,Impact Gaming Center,https://impactgamingcenter.gg,shopify,listed,94,9,pokemon pokemon-sealed,
